table_name,record_number,primary_key_hint,record_label,record_json
clip_pipeline,6,crt_005,clp_006,"{""clip_id"": ""clp_006"", ""stream_id"": ""str_005"", ""creator_id"": ""crt_005"", ""source_timestamp"": ""02:14:50"", ""clip_hook"": ""The drop is live for 7 minutes only — no archive, no replay."", ""destination_platform"": ""TikTok"", ""status"": ""posted"", ""duration_seconds"": ""23"", ""clip_score"": ""95"", ""projected_views"": ""45000"", ""actual_views"": ""52200"", ""repurpose_priority"": ""critical""}"
competitor_matrix,1,competitor_matrix_0001,Core Identity,"{""feature_category"": ""Core Identity"", ""amalgam"": ""Creator Command Center / OS"", ""twitch"": ""Social streaming platform"", ""youtube_live"": ""Video/live ecosystem"", ""kick"": ""High-revenue stream platform"", ""tiktok_live"": ""Short-form mobile live"", ""amalgam_moat"": ""workflow ownership""}"
competitor_matrix,2,competitor_matrix_0002,Growth Strategy,"{""feature_category"": ""Growth Strategy"", ""amalgam"": ""7-Signal health + predictive recommendations"", ""twitch"": ""category discovery"", ""youtube_live"": ""search + recommendations"", ""kick"": ""visibility for new creators"", ""tiktok_live"": ""viral FYP discovery"", ""amalgam_moat"": ""actionable diagnostics""}"
competitor_matrix,3,competitor_matrix_0003,AI Integration,"{""feature_category"": ""AI Integration"", ""amalgam"": ""optional Bestie panel for scripts, clips, pacing, guardrails"", ""twitch"": ""basic moderation AI"", ""youtube_live"": ""AI-enhanced creator tooling"", ""kick"": ""minimal"", ""tiktok_live"": ""creative filters/AI"", ""amalgam_moat"": ""workflow-aware AI assistant""}"
competitor_matrix,4,competitor_matrix_0004,Workflow Management,"{""feature_category"": ""Workflow Management"", ""amalgam"": ""idea → live → clip → distribute → analyze"", ""twitch"": ""manual"", ""youtube_live"": ""fragmented studio/shorts"", ""kick"": ""manual"", ""tiktok_live"": ""in-app mobile flow"", ""amalgam_moat"": ""end-to-end pipeline""}"
competitor_matrix,5,competitor_matrix_0005,Multi-platform Support,"{""feature_category"": ""Multi-platform Support"", ""amalgam"": ""native fan-out to Twitch/YouTube/Kick/TikTok targets"", ""twitch"": ""mostly prohibited"", ""youtube_live"": ""native ecosystem"", ""kick"": ""open"", ""tiktok_live"": ""mobile-first"", ""amalgam_moat"": ""cross-platform command center""}"
competitor_matrix,6,competitor_matrix_0006,Reliability,"{""feature_category"": ""Reliability"", ""amalgam"": ""Safe Mode Live + Shadow Mode + module isolation"", ""twitch"": ""platform-dependent"", ""youtube_live"": ""platform-dependent"", ""kick"": ""basic"", ""tiktok_live"": ""mobile app dependent"", ""amalgam_moat"": ""resilient creator infrastructure""}"
competitor_matrix,7,competitor_matrix_0007,Monetization,"{""feature_category"": ""Monetization"", ""amalgam"": ""trust-aware payouts, escrow, commerce overlays"", ""twitch"": ""ads/subs"", ""youtube_live"": ""ads/memberships"", ""kick"": ""subscriptions"", ""tiktok_live"": ""virtual gifts/shop"", ""amalgam_moat"": ""fraud-resistant creator economy""}"
creators,1,crt_001,sierra_builds_live,"{""creator_id"": ""crt_001"", ""organization_id"": ""org_swd_001"", ""creator_handle"": ""sierra_builds_live"", ""display_name"": ""Sierra Builds Live"", ""creator_type"": ""technical_builder"", ""primary_vertical"": ""AI infrastructure + creator tech"", ""creator_stage"": ""early_growth"", ""onboarding_status"": ""activated"", ""workspace_mode"": ""mixed"", ""trust_tier"": ""verified"", ""monetization_probation_start"": ""2026-05-15"", ""monetization_probation_end"": ""2026-08-13"", ""payout_enabled"": ""false"", ""primary_goal"": ""prove Amalgam as resilient creator infrastructure""}"
creators,2,crt_002,pixel_praxis,"{""creator_id"": ""crt_002"", ""organization_id"": ""org_swd_001"", ""creator_handle"": ""pixel_praxis"", ""display_name"": ""Pixel Praxis"", ""creator_type"": ""game_streamer"", ""primary_vertical"": ""indie games + commentary"", ""creator_stage"": ""cold_start"", ""onboarding_status"": ""trial"", ""workspace_mode"": ""starter"", ""trust_tier"": ""new"", ""monetization_probation_start"": ""2026-06-01"", ""monetization_probation_end"": ""2026-08-30"", ""payout_enabled"": ""false"", ""primary_goal"": ""increase consistency and short-form output""}"
creators,3,crt_003,labcast_renee,"{""creator_id"": ""crt_003"", ""organization_id"": ""org_swd_001"", ""creator_handle"": ""labcast_renee"", ""display_name"": ""LabCast Renee"", ""creator_type"": ""podcaster_streamer"", ""primary_vertical"": ""science explainers + interviews"", ""creator_stage"": ""traction"", ""onboarding_status"": ""activated"", ""workspace_mode"": ""pro"", ""trust_tier"": ""verified"", ""monetization_probation_start"": ""2026-04-10"", ""monetization_probation_end"": ""2026-07-09"", ""payout_enabled"": ""false"", ""primary_goal"": ""unify guest workflow, clipping, and sponsor tracking""}"
creators,4,crt_004,cosmic_cartel,"{""creator_id"": ""crt_004"", ""organization_id"": ""org_swd_001"", ""creator_handle"": ""cosmic_cartel"", ""display_name"": ""Cosmic Cartel"", ""creator_type"": ""variety_streamer"", ""primary_vertical"": ""sci-fi gaming + reactions"", ""creator_stage"": ""warming_up"", ""onboarding_status"": ""activated"", ""workspace_mode"": ""mixed"", ""trust_tier"": ""standard"", ""monetization_probation_start"": ""2026-05-20"", ""monetization_probation_end"": ""2026-08-18"", ""payout_enabled"": ""false"", ""primary_goal"": ""use Bestie for pacing and viral hooks""}"
creators,5,crt_005,foundry_fm,"{""creator_id"": ""crt_005"", ""organization_id"": ""org_swd_001"", ""creator_handle"": ""foundry_fm"", ""display_name"": ""Foundry FM"", ""creator_type"": ""creator_collective"", ""primary_vertical"": ""music production + live sessions"", ""creator_stage"": ""on_fire"", ""onboarding_status"": ""activated"", ""workspace_mode"": ""pro"", ""trust_tier"": ""verified"", ""monetization_probation_start"": ""2026-03-01"", ""monetization_probation_end"": ""2026-05-30"", ""payout_enabled"": ""true"", ""primary_goal"": ""manage team streams, clips, and sponsor escrow""}"
data_dictionary,1,data_dictionary_0001,organizations,"{""table_name"": ""organizations"", ""column_name"": ""organization_id"", ""description"": ""Product ownership, legal attribution, and repository-level metadata."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,2,data_dictionary_0002,organizations,"{""table_name"": ""organizations"", ""column_name"": ""organization_name"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,3,data_dictionary_0003,organizations,"{""table_name"": ""organizations"", ""column_name"": ""product_name"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,4,data_dictionary_0004,organizations,"{""table_name"": ""organizations"", ""column_name"": ""internal_codename"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,5,data_dictionary_0005,organizations,"{""table_name"": ""organizations"", ""column_name"": ""positioning"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,6,data_dictionary_0006,organizations,"{""table_name"": ""organizations"", ""column_name"": ""license"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,7,data_dictionary_0007,organizations,"{""table_name"": ""organizations"", ""column_name"": ""repo_name"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,8,data_dictionary_0008,organizations,"{""table_name"": ""organizations"", ""column_name"": ""owner_name"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,9,data_dictionary_0009,organizations,"{""table_name"": ""organizations"", ""column_name"": ""created_at"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,10,data_dictionary_0010,organizations,"{""table_name"": ""organizations"", ""column_name"": ""status"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,11,data_dictionary_0011,creators,"{""table_name"": ""creators"", ""column_name"": ""creator_id"", ""description"": ""Creator accounts and onboarding state."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,12,data_dictionary_0012,creators,"{""table_name"": ""creators"", ""column_name"": ""organization_id"", ""description"": ""Creator accounts and onboarding state."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,13,data_dictionary_0013,creators,"{""table_name"": ""creators"", ""column_name"": ""creator_handle"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,14,data_dictionary_0014,creators,"{""table_name"": ""creators"", ""column_name"": ""display_name"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,15,data_dictionary_0015,creators,"{""table_name"": ""creators"", ""column_name"": ""creator_type"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,16,data_dictionary_0016,creators,"{""table_name"": ""creators"", ""column_name"": ""primary_vertical"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,17,data_dictionary_0017,creators,"{""table_name"": ""creators"", ""column_name"": ""creator_stage"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,18,data_dictionary_0018,creators,"{""table_name"": ""creators"", ""column_name"": ""onboarding_status"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,19,data_dictionary_0019,creators,"{""table_name"": ""creators"", ""column_name"": ""workspace_mode"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,20,data_dictionary_0020,creators,"{""table_name"": ""creators"", ""column_name"": ""trust_tier"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,21,data_dictionary_0021,creators,"{""table_name"": ""creators"", ""column_name"": ""monetization_probation_start"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,22,data_dictionary_0022,creators,"{""table_name"": ""creators"", ""column_name"": ""monetization_probation_end"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,23,data_dictionary_0023,creators,"{""table_name"": ""creators"", ""column_name"": ""payout_enabled"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,24,data_dictionary_0024,creators,"{""table_name"": ""creators"", ""column_name"": ""primary_goal"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,25,data_dictionary_0025,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""platform_account_id"", ""description"": ""Connected external platform accounts across Twitch, YouTube Live, Kick, and TikTok Live."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,26,data_dictionary_0026,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""creator_id"", ""description"": ""Connected external platform accounts across Twitch, YouTube Live, Kick, and TikTok Live."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,27,data_dictionary_0027,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""platform"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,28,data_dictionary_0028,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""platform_handle"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,29,data_dictionary_0029,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""connected"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,30,data_dictionary_0030,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""follower_count"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,31,data_dictionary_0031,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""avg_concurrent_viewers_30d"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,32,data_dictionary_0032,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""subscriber_count"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,33,data_dictionary_0033,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""sync_status"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,34,data_dictionary_0034,platform_accounts,"{""table_name"": ""platform_accounts"", ""column_name"": ""last_synced_at"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,35,data_dictionary_0035,streams,"{""table_name"": ""streams"", ""column_name"": ""stream_id"", ""description"": ""Stream lifecycle records with health, mode, and reliability settings."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,36,data_dictionary_0036,streams,"{""table_name"": ""streams"", ""column_name"": ""creator_id"", ""description"": ""Stream lifecycle records with health, mode, and reliability settings."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,37,data_dictionary_0037,streams,"{""table_name"": ""streams"", ""column_name"": ""title"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,38,data_dictionary_0038,streams,"{""table_name"": ""streams"", ""column_name"": ""category"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,39,data_dictionary_0039,streams,"{""table_name"": ""streams"", ""column_name"": ""lifecycle_stage"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,40,data_dictionary_0040,streams,"{""table_name"": ""streams"", ""column_name"": ""started_at"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,41,data_dictionary_0041,streams,"{""table_name"": ""streams"", ""column_name"": ""duration_minutes"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,42,data_dictionary_0042,streams,"{""table_name"": ""streams"", ""column_name"": ""target_platforms"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,43,data_dictionary_0043,streams,"{""table_name"": ""streams"", ""column_name"": ""workspace_mode"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,44,data_dictionary_0044,streams,"{""table_name"": ""streams"", ""column_name"": ""safe_mode_enabled"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,45,data_dictionary_0045,streams,"{""table_name"": ""streams"", ""column_name"": ""shadow_mode_enabled"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,46,data_dictionary_0046,streams,"{""table_name"": ""streams"", ""column_name"": ""health_score"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,47,data_dictionary_0047,streams,"{""table_name"": ""streams"", ""column_name"": ""tier_label"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,48,data_dictionary_0048,streams,"{""table_name"": ""streams"", ""column_name"": ""primary_growth_driver"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,49,data_dictionary_0049,streams,"{""table_name"": ""streams"", ""column_name"": ""primary_risk"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,50,data_dictionary_0050,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""signal_id"", ""description"": ""Canonical 7-Signal algorithmic health monitor configuration."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,51,data_dictionary_0051,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""signal_label"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,52,data_dictionary_0052,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""max_value"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,53,data_dictionary_0053,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""benchmark_direction"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,54,data_dictionary_0054,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""critical_threshold_pct"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,55,data_dictionary_0055,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""traction_threshold_pct"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,56,data_dictionary_0056,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""on_fire_threshold_pct"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,57,data_dictionary_0057,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""algorithm_lock_threshold_pct"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,58,data_dictionary_0058,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""action_1"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,59,data_dictionary_0059,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""action_2"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,60,data_dictionary_0060,signal_definitions,"{""table_name"": ""signal_definitions"", ""column_name"": ""action_3"", ""description"": """", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,61,data_dictionary_0061,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""metric_id"", ""description"": ""Per-stream metric observations and normalized signal scores."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,62,data_dictionary_0062,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""stream_id"", ""description"": ""Per-stream metric observations and normalized signal scores."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
data_dictionary,63,data_dictionary_0063,stream_signal_metrics,"{""table_name"": ""stream_signal_metrics"", ""column_name"": ""signal_id"", ""description"": ""Per-stream metric observations and normalized signal scores."", ""example_source"": ""Derived from Amalgam Creator OS, Growth Intel, 7-Signal, Bestie, reliability, and roadmap documents"", ""nullable"": ""no""}"
